user_id,position_number,eff_dt,reports_to_position_number
1925,105301,3/9/2013 8:15:28 AM,93818
1925,105301,3/10/2013 8:15:28 AM,93818
1925,105301,3/11/2013 8:15:28 AM,93818
1925,105301,3/12/2013 8:15:28 AM,93818
1925,105301,3/13/2013 8:15:28 AM,93818
1925,105301,3/14/2013 8:15:28 AM,93818
1925,105301,3/15/2013 8:15:28 AM,93818
1925,105301,3/16/2013 8:15:28 AM,93818
1925,105301,3/17/2013 8:15:28 AM,93818
1925,105301,3/18/2013 8:15:28 AM,93818
1925,105301,3/19/2013 8:15:28 AM,93818
1925,105301,3/20/2013 8:15:28 AM,93818
1925,105301,3/21/2013 8:15:28 AM,93818
1925,105301,3/22/2013 8:15:28 AM,93818
1925,105301,3/23/2013 8:15:28 AM,93818
1925,105301,3/24/2013 8:15:28 AM,93818
1925,105301,3/25/2013 8:15:28 AM,93818
1925,105301,3/26/2013 8:15:28 AM,93818
1925,105301,3/27/2013 8:15:28 AM,93818
1925,105301,3/28/2013 8:15:28 AM,93818
1925,105301,3/29/2013 8:15:28 AM,93818
1925,105301,3/30/2013 8:15:28 AM,93818
1925,105301,3/31/2013 8:15:28 AM,93818
1925,105301,4/1/2013 8:15:28 AM,93818
1925,105301,4/2/2013 8:15:28 AM,93818
1925,105301,4/3/2013 8:15:28 AM,93818
1925,105301,4/4/2013 8:15:28 AM,93818
1925,105301,4/5/2013 8:15:28 AM,93818
1925,105301,4/6/2013 8:15:28 AM,93818
1925,105301,4/7/2013 8:15:28 AM,93818
1925,105301,4/8/2013 8:15:28 AM,93818
1925,105301,4/9/2013 8:15:28 AM,93818
1925,105301,4/10/2013 8:15:28 AM,93818
1925,105301,4/11/2013 8:15:28 AM,93818
1925,105301,4/12/2013 8:15:28 AM,93818
1925,105301,4/13/2013 8:15:28 AM,93818
1925,105301,4/14/2013 8:15:28 AM,93818
1925,105301,4/15/2013 8:15:28 AM,93818
1925,105301,4/16/2013 8:15:28 AM,93818
1925,105301,4/17/2013 8:15:28 AM,93818
1925,105301,4/18/2013 8:15:28 AM,93818
1925,105301,4/19/2013 8:15:28 AM,93818
1925,105301,4/20/2013 8:15:28 AM,93818
1925,105301,4/21/2013 8:15:28 AM,93818
1925,105301,4/22/2013 8:15:28 AM,93818
1925,105301,4/23/2013 8:15:28 AM,93818
1925,105301,4/24/2013 8:15:28 AM,93818
1925,105301,4/25/2013 8:15:28 AM,93818
1925,105301,4/26/2013 8:15:28 AM,93818
1925,105301,4/27/2013 8:15:28 AM,93818
1925,105301,4/28/2013 8:15:28 AM,93818
1925,105301,4/29/2013 8:15:28 AM,93818
1925,105301,4/30/2013 8:15:28 AM,93818
1925,105301,5/1/2013 8:15:28 AM,93818
1925,105301,5/2/2013 8:15:28 AM,93818
1925,105301,5/3/2013 8:15:28 AM,93818
1925,105301,5/4/2013 8:15:28 AM,93908
1925,105301,5/5/2013 8:15:28 AM,93909
1925,105301,5/6/2013 8:15:28 AM,93910
1925,105301,5/7/2013 8:15:28 AM,93911
1925,105301,5/8/2013 8:15:28 AM,93912
1925,105301,5/9/2013 8:15:28 AM,93913
1925,105301,5/10/2013 8:15:28 AM,93914
1925,105301,5/11/2013 8:15:28 AM,93915
1925,105301,5/12/2013 8:15:28 AM,93916
1925,105301,5/13/2013 8:15:28 AM,93917
1925,105301,5/14/2013 8:15:28 AM,93918
1925,105301,5/15/2013 8:15:28 AM,93919
1925,105301,5/16/2013 8:15:28 AM,93920
1925,105301,5/17/2013 8:15:28 AM,93921
1925,105301,5/18/2013 8:15:28 AM,93922
1925,105301,5/19/2013 8:15:28 AM,93923
1925,105301,5/20/2013 8:15:28 AM,93924
1925,105301,5/21/2013 8:15:28 AM,93925
1925,105301,5/22/2013 8:15:28 AM,93926
1925,105301,5/23/2013 8:15:28 AM,93927
1925,105301,5/24/2013 8:15:28 AM,93928
1925,105301,5/25/2013 8:15:28 AM,93929
1925,105301,5/26/2013 8:15:28 AM,93930
1925,105301,5/27/2013 8:15:28 AM,93931
1925,105301,5/28/2013 8:15:28 AM,93932
1925,105301,5/29/2013 8:15:28 AM,93933
1925,105301,5/30/2013 8:15:28 AM,93934
1925,105301,5/31/2013 8:15:28 AM,93935
1925,105301,6/1/2013 8:15:28 AM,93936
1925,105301,6/2/2013 8:15:28 AM,93937
1925,105301,6/3/2013 8:15:28 AM,93938
1925,105301,6/4/2013 8:15:28 AM,93939
1925,105301,6/5/2013 8:15:28 AM,93940
1925,105301,6/6/2013 8:15:28 AM,93941
1925,105301,6/7/2013 8:15:28 AM,93942
1925,105301,6/8/2013 8:15:28 AM,93943
1925,105301,6/9/2013 8:15:28 AM,93944
1925,105301,6/10/2013 8:15:28 AM,93945
1925,105301,6/11/2013 8:15:28 AM,93946
1925,105301,6/12/2013 8:15:28 AM,93947
1925,105301,6/13/2013 8:15:28 AM,93948
1925,105301,6/14/2013 8:15:28 AM,93949
1925,105301,6/15/2013 8:15:28 AM,93950
1925,105301,6/16/2013 8:15:28 AM,93951
1925,105301,6/17/2013 8:15:28 AM,93952
1925,105301,6/18/2013 8:15:28 AM,93953
1925,105301,6/19/2013 8:15:28 AM,93954
1925,105301,6/20/2013 8:15:28 AM,93955
1925,105301,6/21/2013 8:15:28 AM,93956
1925,105301,6/22/2013 8:15:28 AM,93957
1925,105301,6/23/2013 8:15:28 AM,93958
1925,105301,6/24/2013 8:15:28 AM,93959
1925,105301,6/25/2013 8:15:28 AM,93960
1925,105301,6/26/2013 8:15:28 AM,93961
1925,105301,6/27/2013 8:15:28 AM,93962
1925,105301,6/28/2013 8:15:28 AM,93963
1925,105301,6/29/2013 8:15:28 AM,93964
1925,105301,6/30/2013 8:15:28 AM,93965
1925,105301,7/1/2013 8:15:28 AM,93966
1925,105301,7/2/2013 8:15:28 AM,93967
1925,105301,7/3/2013 8:15:28 AM,93968
1925,105301,7/4/2013 8:15:28 AM,93969
1925,105301,7/5/2013 8:15:28 AM,93970
1925,105301,7/6/2013 8:15:28 AM,93971
1925,105301,7/7/2013 8:15:28 AM,93972
1925,105301,7/8/2013 8:15:28 AM,93973
1925,105301,7/9/2013 8:15:28 AM,93974
1925,105301,7/10/2013 8:15:28 AM,93975
1925,105301,7/11/2013 8:15:28 AM,93976
1925,105301,7/12/2013 8:15:28 AM,93977
1925,105301,7/13/2013 8:15:28 AM,93978
1925,105301,7/14/2013 8:15:28 AM,93979
1925,105301,7/15/2013 8:15:28 AM,93980
1925,105301,7/16/2013 8:15:28 AM,93981
1925,105301,7/17/2013 8:15:28 AM,93981
1925,105301,7/18/2013 8:15:28 AM,93981
1925,105301,7/19/2013 8:15:28 AM,93981
1925,105301,7/20/2013 8:15:28 AM,93981
1925,105301,7/21/2013 8:15:28 AM,93981
1925,105301,7/22/2013 8:15:28 AM,93981
1925,105301,7/23/2013 8:15:28 AM,93981
1925,105301,7/24/2013 8:15:28 AM,93981
1925,105301,7/25/2013 8:15:28 AM,93981
1925,105301,7/26/2013 8:15:28 AM,93981
1925,105301,7/27/2013 8:15:28 AM,93981
1925,105301,7/28/2013 8:15:28 AM,93981
1925,105301,7/29/2013 8:15:28 AM,93981
1925,105301,7/30/2013 8:15:28 AM,93981
1925,105301,7/31/2013 8:15:28 AM,93981
1925,105301,8/1/2013 8:15:28 AM,93981
1925,105301,8/2/2013 8:15:28 AM,93981
1925,105301,8/3/2013 8:15:28 AM,93981
1925,105301,8/4/2013 8:15:28 AM,93981
1925,105301,8/5/2013 8:15:28 AM,93981
1925,105301,8/6/2013 8:15:28 AM,93981
1925,105301,8/7/2013 8:15:28 AM,93981
1925,105301,8/8/2013 8:15:28 AM,93981
1925,105301,8/9/2013 8:15:28 AM,93981
1925,105301,8/10/2013 8:15:28 AM,93981
1925,105301,8/11/2013 8:15:28 AM,93981
1925,105301,8/12/2013 8:15:28 AM,93981
1925,105301,8/13/2013 8:15:28 AM,93981
1925,105301,8/14/2013 8:15:28 AM,93981
1925,105301,8/15/2013 8:15:28 AM,93981
1925,105301,8/16/2013 8:15:28 AM,93981
1925,105301,8/17/2013 8:15:28 AM,93981
1925,105301,8/18/2013 8:15:28 AM,93981
1925,105301,8/19/2013 8:15:28 AM,93981
1925,105301,8/20/2013 8:15:28 AM,93981
1925,105301,8/21/2013 8:15:28 AM,93981
1925,105301,8/22/2013 8:15:28 AM,93981
1925,105301,8/23/2013 8:15:28 AM,93981
1925,105301,8/24/2013 8:15:28 AM,93981
1925,105301,8/25/2013 8:15:28 AM,94021
1925,105301,8/26/2013 8:15:28 AM,94022
1925,105301,8/27/2013 8:15:28 AM,94023
1925,105301,8/28/2013 8:15:28 AM,94024
1925,105301,8/29/2013 8:15:28 AM,94025
1925,105301,8/30/2013 8:15:28 AM,94026
1925,105301,8/31/2013 8:15:28 AM,94027
1925,105301,9/1/2013 8:15:28 AM,94028
1925,105301,9/2/2013 8:15:28 AM,94029
1925,105301,9/3/2013 8:15:28 AM,94030
1925,105301,9/4/2013 8:15:28 AM,94031
1925,105301,9/5/2013 8:15:28 AM,94032
1925,105301,9/6/2013 8:15:28 AM,94033
1925,105301,9/7/2013 8:15:28 AM,94034
1925,105301,9/8/2013 8:15:28 AM,94035
1925,105301,9/9/2013 8:15:28 AM,94036
1925,105301,9/10/2013 8:15:28 AM,94037
1925,105301,9/11/2013 8:15:28 AM,94038
1925,105301,9/12/2013 8:15:28 AM,94039
1925,105301,9/13/2013 8:15:28 AM,94040
1925,105301,9/14/2013 8:15:28 AM,94041
1925,105301,9/15/2013 8:15:28 AM,94042
1925,105301,9/16/2013 8:15:28 AM,94043
1925,105301,9/17/2013 8:15:28 AM,94044
1925,105301,9/18/2013 8:15:28 AM,94045
1925,105301,9/19/2013 8:15:28 AM,94046
1925,105301,9/20/2013 8:15:28 AM,94047
1925,105301,9/21/2013 8:15:28 AM,94048
1925,105301,9/22/2013 8:15:28 AM,94049
1925,105301,9/23/2013 8:15:28 AM,94050
1925,105301,9/24/2013 8:15:28 AM,94051
1925,105301,9/25/2013 8:15:28 AM,94052
1925,105301,9/26/2013 8:15:28 AM,94053
1925,105301,9/27/2013 8:15:28 AM,94054
1925,105301,9/28/2013 8:15:28 AM,94055
1925,105301,9/29/2013 8:15:28 AM,94056
1925,105301,9/30/2013 8:15:28 AM,94057
1925,105301,10/1/2013 8:15:28 AM,94058
1925,105301,10/2/2013 8:15:28 AM,94059
1925,105301,10/3/2013 8:15:28 AM,94060
1925,105301,10/4/2013 8:15:28 AM,94061
1925,105301,10/5/2013 8:15:28 AM,94062
1925,105301,10/6/2013 8:15:28 AM,94063
1925,105301,10/7/2013 8:15:28 AM,94064
1925,105301,10/8/2013 8:15:28 AM,94065
1925,105301,10/9/2013 8:15:28 AM,94066
1925,105301,10/10/2013 8:15:28 AM,94067
1925,105301,10/11/2013 8:15:28 AM,94068
1925,105301,10/12/2013 8:15:28 AM,94069
1925,105301,10/13/2013 8:15:28 AM,94070
1925,105301,10/14/2013 8:15:28 AM,94071
1925,105301,10/15/2013 8:15:28 AM,94072
1925,105301,10/16/2013 8:15:28 AM,94073
1925,105301,10/17/2013 8:15:28 AM,94074
1925,105301,10/18/2013 8:15:28 AM,94075
1925,105301,10/19/2013 8:15:28 AM,94076
1925,105301,10/20/2013 8:15:28 AM,94077
1925,105301,10/21/2013 8:15:28 AM,94078
1925,105301,10/22/2013 8:15:28 AM,94079
1925,105301,10/23/2013 8:15:28 AM,94080
1925,105301,10/24/2013 8:15:28 AM,94081
1925,105301,10/25/2013 8:15:28 AM,94082
1925,105301,10/26/2013 8:15:28 AM,94083
1925,105301,10/27/2013 8:15:28 AM,94084
1925,105301,10/28/2013 8:15:28 AM,94085
1925,105301,10/29/2013 8:15:28 AM,94086
1925,105301,10/30/2013 8:15:28 AM,94087
1925,105301,10/31/2013 8:15:28 AM,94088
1925,105301,11/1/2013 8:15:28 AM,94089
1925,105301,11/2/2013 8:15:28 AM,94090
1925,105301,11/3/2013 8:15:28 AM,94091
1925,105301,11/4/2013 8:15:28 AM,94092
1925,105301,11/5/2013 8:15:28 AM,94093
1925,105301,11/6/2013 8:15:28 AM,94094
1925,105301,11/7/2013 8:15:28 AM,94095
1925,105301,11/8/2013 8:15:28 AM,94096
1925,105301,11/9/2013 8:15:28 AM,94097
1925,105301,11/10/2013 8:15:28 AM,94098
1925,105301,11/11/2013 8:15:28 AM,94099
1925,105301,11/12/2013 8:15:28 AM,94100
1925,105301,11/13/2013 8:15:28 AM,94101
1925,105301,11/14/2013 8:15:28 AM,94102
1925,105301,11/15/2013 8:15:28 AM,94103
1925,105301,11/16/2013 8:15:28 AM,94104
1925,105301,11/17/2013 8:15:28 AM,94105
1925,105301,11/18/2013 8:15:28 AM,94106
1925,105301,11/19/2013 8:15:28 AM,94107
1925,105301,11/20/2013 8:15:28 AM,94108
1925,105301,11/21/2013 8:15:28 AM,94109
1925,105301,11/22/2013 8:15:28 AM,94110
1925,105301,11/23/2013 8:15:28 AM,94111
1925,105301,11/24/2013 8:15:28 AM,94112
1925,105301,11/25/2013 8:15:28 AM,94113
1925,105301,11/26/2013 8:15:28 AM,94114
1925,105301,11/27/2013 8:15:28 AM,94115
1925,105301,11/28/2013 8:15:28 AM,94116
1925,105301,11/29/2013 8:15:28 AM,94117
1925,105301,11/30/2013 8:15:28 AM,94118
1925,105301,12/1/2013 8:15:28 AM,94119
1925,105301,12/2/2013 8:15:28 AM,94120
1925,105301,12/3/2013 8:15:28 AM,94121
1925,105301,12/4/2013 8:15:28 AM,94122
1925,105301,12/5/2013 8:15:28 AM,94123
1925,105301,12/6/2013 8:15:28 AM,94124
1925,105301,12/7/2013 8:15:28 AM,94125
1925,105301,12/8/2013 8:15:28 AM,94126
1925,105301,12/9/2013 8:15:28 AM,94127
1925,105301,12/10/2013 8:15:28 AM,94128
1925,105301,12/11/2013 8:15:28 AM,94129
1925,105301,12/12/2013 8:15:28 AM,94130
1925,105301,12/13/2013 8:15:28 AM,94131
1925,105301,12/14/2013 8:15:28 AM,94132
1925,105301,12/15/2013 8:15:28 AM,94133
1925,105301,12/16/2013 8:15:28 AM,94134
1925,105301,12/17/2013 8:15:28 AM,94135
1925,105301,12/18/2013 8:15:28 AM,94136
1925,105301,12/19/2013 8:15:28 AM,94137
1925,105301,12/20/2013 8:15:28 AM,94138
1925,105301,12/21/2013 8:15:28 AM,94139
1925,105301,12/22/2013 8:15:28 AM,94140
1925,105301,12/23/2013 8:15:28 AM,94141
1925,105301,12/24/2013 8:15:28 AM,94142
1925,105301,12/25/2013 8:15:28 AM,94143
1925,105301,12/26/2013 8:15:28 AM,94144
1925,105301,12/27/2013 8:15:28 AM,94145
1925,105301,12/28/2013 8:15:28 AM,94146
1925,105301,12/29/2013 8:15:28 AM,94147
1925,105301,12/30/2013 8:15:28 AM,94148
1925,105301,12/31/2013 8:15:28 AM,94149
1925,105301,1/1/2014 8:15:28 AM,94150
1925,105301,1/2/2014 8:15:28 AM,94151
1925,105301,1/3/2014 8:15:28 AM,94152
1925,105301,1/4/2014 8:15:28 AM,94153
1925,105301,1/5/2014 8:15:28 AM,94154
